DNS INFO FOR 8.8.8.8:

NAMESERVER: DNSSEC ENABLED

DOMAIN: DNSSEC ENABLED

TIME		LATENCY		ROUTER HOPS (CLIENT TO NAMESERVER)
13:21:29	21.9		12
13:21:30	19.6		12
13:21:31	24.4		12
13:21:32	30.1		12
13:21:33	21.1		12
13:21:34	26.2		12
13:21:35	19.6		12
13:21:36	24.9		12
13:21:37	26.2		12
13:21:39	23.5		12
13:21:40	22.1		12
13:21:41	22.2		12
13:21:42	23.7		12
13:21:43	26.0		12
13:21:44	24.5		12
13:21:45	28.0		12
13:21:46	23.8		12
13:21:47	22.6		12
13:21:48	25.2		12
13:21:49	21.1		12
13:21:50	27.4		12
13:21:51	21.3		12
13:21:52	25.7		12
13:21:53	27.5		12
13:21:54	23.6		12
13:21:55	28.4		12
13:21:56	22.7		12
13:21:57	23.5		12
13:21:58	23.5		12
13:21:59	19.9		12
13:22:00	25.4		12
13:22:01	25.4		12
13:22:03	24.1		12
13:22:04	20.9		12
13:22:05	25.3		12
13:22:06	21.0		12
13:22:07	22.0		12
13:22:08	25.8		12
13:22:09	22.9		12
13:22:10	21.8		12
13:22:11	29.0		12
13:22:12	25.0		12
13:22:13	20.9		12
13:22:14	26.7		12
13:22:15	28.6		12
13:22:16	32.1		12
13:22:17	24.8		12
